;typeform_id;id;¿Qué podríamos hacer para mejorar la experiencia de trabajar en redcross?
478;182b94bbf3e21e2b;ukirm64g37zx8y2ve1ukirm648h3afpi;"Mejorar los tiempos entre pabellon y pabellon 
Capacitación para el personal de acuerdo al area en que desempeña funciones
Preocupacion por la salud mental de los trabajadores 
Mejoramiento de condiciones laborales (ya sea a nivel de sueldos , asi como un lugar de descanso aceptable)
Dar tiempos para poder personalizar la atencion en el preoperatorio"
479;b3a50439f26221b1;opml8m14z5vxja4wkopml80zp7nnav8m;Mejorar las colaciones nocturnas
480;7fb5a057a0786af0;vx0sfxb8qoiu5v69o3bvx0sfxbwoutkd;no propongo cambios
481;cc02070b789d39ce;5yi11p11enolb5e8p5yi11h0ev13722y;Subir el sueldo
482;40d4c91df7fd9cda;94u7wl63ucv1tukkuz94u7wahiiuqry0;Subir sueldos
483;14461adb8a9eca21;rajo8uqr02nyax1n5rajo8erquija2ad;.
484;c859e2a2d0161367;y9o0t7n1hg435flgxcl5ty9o0t7nakpf;Considero que falta mucho que avanzar respecto a la calidez del personal y el trato con sus mismos compañeros, en el poco tiempo que llevo he visto mucha competencia. Respecto a infraestructura, considero que pabellón se queda muy al debe, el espacio es muy reducido en relación al flujo de pacientes que se tiene diariamente, encuentro insólito que el área que está originalmente destinada a post operatorio se deba compartir para funcionar como un pre operatorio e incluso un área para mantener a usuarios de atención ambulatoria.
485;851dd11bc127433b;a4itmno806hipt7a4i7tj4v9bs0ubbu8;Mejorar infraestructura
486;84ef1dbc74b7a020;fi7fewampax389yqfi7fedvugm7ivlq9;darle agua de melissa a algunos doc y colaboradores de la empresa
487;baeb40592340e71a;wvxurgjdmowct6bo8wvxurg8fz9rdz75;Si es posible aumentar los sueldos
488;787a4d3ce8dc4392;tsyuekak1jh7d9tkatsyue9ibmk0ccxd;Se debiese considerar la posibilidad de implementar espacios de charlas abiertas a los colaboradores con el fin de proporcionar mayores conocimientos clínicos a trabajadores nuevos como es mi caso. Con el finde proporcionar un mejor servicio a los clientes.
489;fce3c2f39f9f1815;7w4lzhmfqzm2ral7w4lzr4myobfflv3b;Supervisar constantemente a los supervisores ya qué hay personas que no trabajan o no son eficientes y porque se hacen los o las simpáticas con los o las supervisores/as eso se pasa por alto, perjudicando y agrandando la carga laboral a las personas que realmente trabajamos
490;80e2bc12b2612987;uvr8z8x6jy1x1terc0aduvr8z8x5v8g0;Que seamos más escuchados
491;45ddd3558d1777f9;ijldlc9rrdsci3tg4bijldnrpyf3ynl2;Realizar más capacitaciones y mejorar sueldos en relación al mercado
492;c945e1a0a241c0e7;58pxei031j9dsrh58gvqdf9qji491m5y;Más incentivos laborales
493;82b177990e864b6a;77oy5z7ta0w599ire77oy5bn7gei0hma;Pagar mejores sueldos
494;2228ed6acdb33313;5mjb78dhsfdzf9zffxdl5mjb78dhmlp8;Reconocer los logros  de cada trabajador
495;d43a8cd298318751;uw0tfh5qt8r0n0euw0tfhqe531kch18h;Primero una mejora sustentable de los sueldos segundo motivación de parte de las propias jefaturas tercero motivación con bonos e incentivos
496;a93f796088bd19d0;lcamgu9plhrkiq2bzxp15lcamgu9ov9l;Mejorar los sueldos
497;7ea37a4b011010c5;0esw8tvquzr140eswbc1mm62s7esbvpu;Mejorar la remuneración teniendo en cuenta el trabajo que se realiza
498;415d60d3efa6ec18;aryb8on55s2vvjiwd2taryb8o6nbsalk;Ser mas considerados con los funcionarios y tener beneficios como por ejemplo tomar pcr todas las semanas a su personal ya que hay una alta demanda en la clinica de pcr positivos.
499;dc1bc7ffcb9bf8f0;j720gz7lm5zo5sbgixal3j720gz7lifx;Aumentar un poco el sueldo.
500;9c9809cdbee2ae23;i7o20k1pc88l8kd1ck6ri7o2a3zqkkrh;Tener mejores sueldos
501;4c2e961274392f45;pl1nxl7zuacehmtbar0ppl1nxlly4may;Mejorar los sueldos
502;8129c18e14d9e922;fn5l052i7em0p2orfn5l0nj2r59ftbgv;Mejorar los sueldos.soy tens y no estoy conforme con mi sueldo.
503;3940fad19ffea1f6;vqp45q8t7domvylok05bg5s4vqp45ddx;Mejorar la colacion
504;6b5859cdd7b92da6;upbo7bze5a7qmosiupbo7j62wyveel2r;Evitar sobrecarga laboral
505;781950df3e45b956;m1ol1ihs2m5gxjjl6dcm1ol1iogqm7rm;"Me encantaría , tener una infraestructura acordé a los más de120 años de esta clínica,realizar cursos  de relaciones laborales para mejorar atención hacia los pacientes y en mi servicio como tal exigir a los 
Médicos puntualidad en cirugías programadas ,( son pocos.,.pero los hay) esto produce cuello botella pienso que es falta respeto ,hacia otros equipos medicos.como
esto  repite !!! La. espera no mas .alla de  media hora , la clinica además debe aumentar  instrumental quirúrgico y no correr x cajas  a esterelizacion , y que hubiera reemplazo de.licencias y vacaciones,además post operado es un lugar donde es:preoperatorio, pacientes ambulatorios y esto se ve mal x sobrecarga laboral y me avergüenza  que la familia ve esto, además me duele , por los pacientes ya que.son ellos lejos mi mayor preocupación de atención ante esta prestigiosa clínica  además está tan sobrecargado post operado que aveces no hay camillas ni monitores para los pacientes que llevo de pabellón a post operado , x su estructura física y falta de personal  , no cumple  con la normas  de clínica, es lo que debemos reforzar"
506;b669bac30e3fde43;5gv37lfjw4pnq2eue335gv37bsj338ny;mejorar las relaciones interpersonales y la comunicacion para llevar a cabo un mejor trabajo y brindar una buena atencion a los pacientes.Ultimamente esto se a visto afectado por la sobre carga laboral y el no reemplazo de personal faltante.
507;f4bb60b791480bbc;a1c0a0w4gukba01nba1c0a0w8jt4iqku;Seria bueno generar instancias de reunión  y conversación entre jefaturas y profesionales, ya q esto se fue perdiendo y ya sólo existe la comunicación a través de wsp. No existe retroalimentacion. Básicamente, no hay comunicacion
508;be5c0d2d56b69dda;nxgrp0i1dpfz5nxg764723lw7r215fz7;Pagar las horas extras q trabajamos
509;2c4ca39ca3f03f1e;qyb1xsk7qrm0ta3843qyb1fbrlq6gun7;Que entre personal capacitado
510;ddf6473c067d9d64;6e2nj8evetsa7s16e2njqkg2q28nf83d;Escuchar y atender necesidades de los trabajadores
511;5dd998a6f5346422;6ezjono97qggpgxqbc6ezjonrqxxmfjq;FIJARSE MUY BIEN EN LA GENTE QUE TRAEN A TRABAJAR , HAY PERSONAS MUY MAL AGRADECIDA.
512;c4bfb351abf0a15f;upgejynuzeqxvofp7a38es3upgejy7pd;Quizás mejorar los sueldos para mejor satisfacción al personal y reconocer el trabajo de mis colegas tens.
513;e0fc0be5b046a04c;pt8g80sgc45vt5ay17rtxgpt8g80swv3;Subir los sueldos
514;9fc19b58d48b37bf;bcwb4w84pr681kljylbcwb4x5p2gnhnv;No se
515;2cc1711cd19b6d01;ju8qb27vn0m9nm6ju8q55oc18xlan1u1;Preocuparse de su personal en el sentido de desgaste laboral
516;dba7fb63b945f331;dlc9aya6mxtwkiedlc97gfv9j9mcehyq;Dar la posibilidad de rotar cuando ya no estemos cómodos en lo que hacemos
517;9795a95ae2dbbdab;71m8gf7s3ncsctqhwnh8871m8gf7s8bu;"Tener mas contacto con el personal...pero no me refiero a las ultimas visitas que hacen las jefaturas que no son mas de 5 minutos. 
Esto es muy importante de modificar. 
Ver de acuerdo al servicio que uno pertenece haya menos movimiento para poder conversar y ser escuchada."
518;fd8e651316f7eb25;ffbsnhvvortr0v2oqifffbsnh7hzroqz;Capacitar por más tiempo a las personas que vayan entrando a la institución para brindar un mejor servicio
519;052a9b613ad22c8a;5bezeknmoypof24rlsg8uy5bezeknmol;Aumentar la posibilidad de capacitación, mejorar sueldo base u otorgar la posibilidad de turno diurno en mi servicio
520;dda2f4b3a1b6bd39;hpvb626a9as1gicqg4o0ihpvb6278j3t;Darle cursos de liderazgo a los jefes
521;6937b1076ded9a12;wd3mrs2whhpv8c6l3qso6wd3mrflnit5;Mejorar los ambientes laborales y retribuirles al personal de mejor forma tanto esfuerzo
522;6cdca22d94d74054;nm5sn4c5fjxylgcs4znm5sn4owvyu4cf;MEJORAR LOS SUELDOS Y BENEFICIOS, ES LA CLINICA QUE PEOR PAGA POR LO MENOS PARA LO QUE ES MI SERVICIO
523;e048798675d41ec1;b7krui81hilj914vi2wb7kr0zdvp9ic9;"Mejorar condiciones de trabajo en servicios , en relación a supervisores de área y ambiente laboral. 
Tener reemplazos para las personas que se encuentran en vacaciones o con licencia médica,  para no sobrepasar a quienes continúan trabajando ."
524;1c6947b403e2eb1e;k2hbhuuv95zek2alhtvqenb2g1u6234u;Subir sueldo y condiciones
525;f1271be09646e915;yoblk02ozb2pv5b1ahjg4yoblj39r1tg;Preocuparse por la carga laboral y el estrés que genera en el trabajador
526;261fdda8e9eede27;le5laoaksx59adowvorle5cys9ig90d6;Pagar un sueldo digno,ya que la clínica cuenta con los medios y mejorar la infraestructura de los pabellones junto con aumentar los insumos médicos de calidad porque los pacientes no merecen insumos de tan baja calidad
527;a374bce387a7b917;3oe6031b1ow8tx5szm93oe603yxhhno7;Que sus coordinadores sean resolutivos, y quieran a su personal, que crean en ellos, ser cálido escuchar empatizar haría un mejor grupo y se llegaría a mejor y feliz rendimiento laboral,
528;84ca0de532d680ac;fzy6myyviqrprtb8vu3fzy6myyvk5k50;Valorar el trabajo de las personas y que se vea reflejado en el sueldo, además de mejorar la calidad en las comidas. Tener a personas idoneas para puestos gerenciales o de supervición mejorando la comunicación entre las partes para el cumplimiento de objetivos.
529;5076a550cdf7f841;48mljqpebb69kv7vlo548mljqpf9q3xa;Aumento de sueldo
